,noun,set_nr,concreteness,Zipf,PoS,Length,AoA,CNC_M,CNC_SD,denotation,adjective,phrase
836,lentil,140,concrete,2.848024071,noun,6,13.06,4.48,1.12,baseline,rjdnw,rjdnw lentil
837,sexism,140,abstract,2.969893575,noun,6,13.63,1.61,0.92,subsective,perfect,perfect sexism
838,sexism,140,abstract,2.969893575,noun,6,13.63,1.61,0.92,privative,mock,mock sexism
839,sexism,140,abstract,2.969893575,noun,6,13.63,1.61,0.92,baseline,zrtqgfplh,zrtqgfplh sexism
840,silt,141,concrete,3.017955021,noun,4,11.75,4.71,0.53,subsective,authentic,authentic silt
841,silt,141,concrete,3.017955021,noun,4,11.75,4.71,0.53,privative,counterfeit,counterfeit silt
842,silt,141,concrete,3.017955021,noun,4,11.75,4.71,0.53,baseline,qxsw,qxsw silt
843,fetish,141,abstract,2.841863762,noun,6,13.44,2.48,1.15,subsective,old,old fetish
844,fetish,141,abstract,2.841863762,noun,6,13.44,2.48,1.15,privative,imaginary,imaginary fetish
845,fetish,141,abstract,2.841863762,noun,6,13.44,2.48,1.15,baseline,zbxlv,zbxlv fetish
846,flank,142,concrete,3.16995199,noun,5,12.15,4.0,1.1,subsective,average,average flank
847,flank,142,concrete,3.16995199,noun,5,12.15,4.0,1.1,privative,fabricated,fabricated flank
848,flank,142,concrete,3.16995199,noun,5,12.15,4.0,1.1,baseline,ypdcglkc,ypdcglkc flank
849,rapport,142,abstract,3.038158407,noun,7,13.18,1.84,1.07,subsective,true,true rapport
850,rapport,142,abstract,3.038158407,noun,7,13.18,1.84,1.07,privative,phony,phony rapport
851,rapport,142,abstract,3.038158407,noun,7,13.18,1.84,1.07,baseline,rvqf,rvqf rapport
852,geisha,143,concrete,2.883256447,noun,6,14.24,4.42,0.93,subsective,unique,unique geisha
853,geisha,143,concrete,2.883256447,noun,6,14.24,4.42,0.93,privative,virtual,virtual geisha
854,geisha,143,concrete,2.883256447,noun,6,14.24,4.42,0.93,baseline,qxsw,qxsw geisha
855,latent,143,abstract,2.587830329,noun,6,15.17,1.81,1.0,subsective,old,old latent
856,latent,143,abstract,2.587830329,noun,6,15.17,1.81,1.0,privative,imaginary,imaginary latent
857,latent,143,abstract,2.587830329,noun,6,15.17,1.81,1.0,baseline,htbqzylm,htbqzylm latent
858,harem,144,concrete,2.819587367,noun,5,11.0,4.38,1.02,subsective,real,real harem
859,harem,144,concrete,2.819587367,noun,5,11.0,4.38,1.02,privative,mythical,mythical harem
860,harem,144,concrete,2.819587367,noun,5,11.0,4.38,1.02,baseline,zbxlv,zbxlv harem
861,bravado,144,abstract,2.923622431,noun,7,12.88,1.93,1.12,subsective,genuine,genuine bravado
862,bravado,144,abstract,2.923622431,noun,7,12.88,1.93,1.12,privative,fictional,fictional bravado
863,bravado,144,abstract,2.923622431,noun,7,12.88,1.93,1.12,baseline,bxfjwts,bxfjwts bravado
864,tundra,145,concrete,2.809679079,noun,6,12.06,4.21,1.11,subsective,authentic,authentic tundra
865,tundra,145,concrete,2.809679079,noun,6,12.06,4.21,1.11,privative,counterfeit,counterfeit tundra
866,tundra,145,concrete,2.809679079,noun,6,12.06,4.21,1.11,baseline,xkq,xkq tundra
867,fallacy,145,abstract,2.630234177,noun,7,13.83,1.8,1.15,subsective,average,average fallacy
868,fallacy,145,abstract,2.630234177,noun,7,13.83,1.8,1.15,privative,fabricated,fabricated fallacy
869,fallacy,145,abstract,2.630234177,noun,7,13.83,1.8,1.15,baseline,mghljkqr,mghljkqr fallacy
870,email,146,concrete,3.762434277,noun,5,11.52,4.69,0.55,subsective,good,good email
871,email,146,concrete,3.762434277,noun,5,11.52,4.69,0.55,privative,fictitious,fictitious email
872,email,146,concrete,3.762434277,noun,5,11.52,4.69,0.55,baseline,ypdcglkc,ypdcglkc email
873,turmoil,146,abstract,3.677101235,noun,7,12.84,2.11,1.01,subsective,true,true turmoil
874,turmoil,146,abstract,3.677101235,noun,7,12.84,2.11,1.01,privative,phony,phony turmoil
875,turmoil,146,abstract,3.677101235,noun,7,12.84,2.11,1.01,baseline,rjdnw,rjdnw turmoil
876,fiber,147,concrete,1.649978236,noun,5,10.82,4.5,1.04,subsective,new,new fiber
877,fiber,147,concrete,1.649978236,noun,5,10.82,4.5,1.04,privative,hypothetical,hypothetical fiber
878,fiber,147,concrete,1.649978236,noun,5,10.82,4.5,1.04,baseline,bxfjwts,bxfjwts fiber
879,jilt,147,abstract,1.598825713,noun,4,12.28,2.0,1.15,subsective,current,current jilt
880,jilt,147,abstract,1.598825713,noun,4,12.28,2.0,1.15,privative,false,false jilt
881,jilt,147,abstract,1.598825713,noun,4,12.28,2.0,1.15,baseline,fxldmr,fxldmr jilt
882,bank,148,concrete,5.280146112,noun,4,6.44,4.78,0.61,subsective,bad,bad bank
883,bank,148,concrete,5.280146112,noun,4,6.44,4.78,0.61,privative,fake,fake bank
884,bank,148,concrete,5.280146112,noun,4,6.44,4.78,0.61,baseline,mtpv,mtpv bank
885,moment,148,abstract,5.574383885,noun,6,7.95,1.61,1.1,subsective,new,new moment
886,moment,148,abstract,5.574383885,noun,6,7.95,1.61,1.1,privative,hypothetical,hypothetical moment
887,moment,148,abstract,5.574383885,noun,6,7.95,1.61,1.1,baseline,fxldmr,fxldmr moment
888,thong,149,concrete,2.960553549,noun,5,12.41,4.93,0.27,subsective,good,good thong
889,thong,149,concrete,2.960553549,noun,5,12.41,4.93,0.27,privative,fictitious,fictitious thong
890,thong,149,concrete,2.960553549,noun,5,12.41,4.93,0.27,baseline,zbxlv,zbxlv thong
891,empathy,149,abstract,3.195422809,noun,7,14.32,1.63,1.01,subsective,average,average empathy
892,empathy,149,abstract,3.195422809,noun,7,14.32,1.63,1.01,privative,fabricated,fabricated empathy
893,empathy,149,abstract,3.195422809,noun,7,14.32,1.63,1.01,baseline,wvcnz,wvcnz empathy
