noun,set_nr,concreteness,Zipf,Length,Syllables,Phonemes,AoA,CNC_M,Valence,RT,CNC_SD,IMAG,denotation,adjective,phrase,frequency_dep,frequency_seq
wine,100,concrete,4.842080855,4,1,3,4,4.79,6.2286,523.0,0.5,6.618,privative,past,past wine,0.0,0.0
wine,100,concrete,4.842080855,4,1,3,4,4.79,6.2286,523.0,0.5,6.618,baseline,kmlsdjtw,kmlsdjtw wine,0.0,0.0
role,100,abstract,4.943978809,4,1,3,6,2.19,5.6875,504.3783784,1.27,3.226,subsective,good,good role,0.0,0.0
role,100,abstract,4.943978809,4,1,3,6,2.19,5.6875,504.3783784,1.27,3.226,privative,fictitious,fictitious role,0.0,0.0
role,100,abstract,4.943978809,4,1,3,6,2.19,5.6875,504.3783784,1.27,3.226,baseline,mtpv,mtpv role,0.0,0.0
laughter,101,concrete,3.843102834,8,2,5,6,4.22,8.2258,532.5789474,1.34,5.188,subsective,genuine,genuine laughter,0.0,0.0
laughter,101,concrete,3.843102834,8,2,5,6,4.22,8.2258,532.5789474,1.34,5.188,privative,fictional,fictional laughter,0.0,0.0
laughter,101,concrete,3.843102834,8,2,5,6,4.22,8.2258,532.5789474,1.34,5.188,baseline,wvcnz,wvcnz laughter,0.0,0.0
triumph,101,abstract,4.010866043,7,2,6,6,2.17,8.2941,557.6410256,1.36,4.065,subsective,current,current triumph,0.0,0.0
triumph,101,abstract,4.010866043,7,2,6,6,2.17,8.2941,557.6410256,1.36,4.065,privative,false,false triumph,0.0,0.0
triumph,101,abstract,4.010866043,7,2,6,6,2.17,8.2941,557.6410256,1.36,4.065,baseline,kmlsdjtw,kmlsdjtw triumph,0.0,0.0
mauve,102,concrete,2.708572951,5,1,3,14,4.0,5.1212,719.3448276,1.41,4.968,subsective,perfect,perfect mauve,0.0,0.0
mauve,102,concrete,2.708572951,5,1,3,14,4.0,5.1212,719.3448276,1.41,4.968,privative,mock,mock mauve,0.0,0.0
mauve,102,concrete,2.708572951,5,1,3,14,4.0,5.1212,719.3448276,1.41,4.968,baseline,ypdcglkc,ypdcglkc mauve,0.0,0.0
innate,102,abstract,2.907923331,6,2,4,14,1.73,5.0,684.0571429,0.87,2.323,subsective,perfect,perfect innate,0.0,0.0
innate,102,abstract,2.907923331,6,2,4,14,1.73,5.0,684.0571429,0.87,2.323,privative,mock,mock innate,0.0,0.0
innate,102,abstract,2.907923331,6,2,4,14,1.73,5.0,684.0571429,0.87,2.323,baseline,xkq,xkq innate,0.0,0.0
maggot,103,concrete,2.938773775,6,2,5,10,4.97,2.5588,588.7714286,0.18,6.485,subsective,real,real maggot,0.0,0.0
maggot,103,concrete,2.938773775,6,2,5,10,4.97,2.5588,588.7714286,0.18,6.485,privative,mythical,mythical maggot,0.0,0.0
maggot,103,concrete,2.938773775,6,2,5,10,4.97,2.5588,588.7714286,0.18,6.485,baseline,ptrgsbkv,ptrgsbkv maggot,0.0,0.0
taboo,103,abstract,3.13506842,5,2,4,10,1.67,3.2059,591.8333333,1.07,2.429,subsective,important,important taboo,0.0,0.0
taboo,103,abstract,3.13506842,5,2,4,10,1.67,3.2059,591.8333333,1.07,2.429,privative,former,former taboo,0.0,0.0
taboo,103,abstract,3.13506842,5,2,4,10,1.67,3.2059,591.8333333,1.07,2.429,baseline,qxsw,qxsw taboo,0.0,0.0
mistress,104,concrete,3.807670003,8,2,7,6,4.22,3.4545,549.3243243,1.04,5.412,subsective,current,current mistress,0.0,0.0
mistress,104,concrete,3.807670003,8,2,7,6,4.22,3.4545,549.3243243,1.04,5.412,privative,false,false mistress,0.0,0.0
mistress,104,concrete,3.807670003,8,2,7,6,4.22,3.4545,549.3243243,1.04,5.412,baseline,bxfjwts,bxfjwts mistress,0.0,0.0
menace,104,abstract,3.553068223,6,2,5,8,2.3,2.5714,577.2051282,1.02,3.857,subsective,unique,unique menace,0.0,0.0
menace,104,abstract,3.553068223,6,2,5,8,2.3,2.5714,577.2051282,1.02,3.857,privative,virtual,virtual menace,0.0,0.0
menace,104,abstract,3.553068223,6,2,5,8,2.3,2.5714,577.2051282,1.02,3.857,baseline,rjdnw,rjdnw menace,0.0,0.0
strike,105,concrete,4.728596142,6,1,5,2,4.07,3.4242,508.0,1.24,5.147,subsective,bad,bad strike,0.0,0.0
strike,105,concrete,4.728596142,6,1,5,2,4.07,3.4242,508.0,1.24,5.147,privative,fake,fake strike,0.0,0.0
strike,105,concrete,4.728596142,6,1,5,2,4.07,3.4242,508.0,1.24,5.147,baseline,xkq,xkq strike,0.0,0.0
excuse,105,abstract,4.858628567,6,2,7,4,2.29,3.6364,550.225,1.33,2.794,subsective,perfect,perfect excuse,0.0,0.0
excuse,105,abstract,4.858628567,6,2,7,4,2.29,3.6364,550.225,1.33,2.794,privative,mock,mock excuse,0.0,0.0
excuse,105,abstract,4.858628567,6,2,7,4,2.29,3.6364,550.225,1.33,2.794,baseline,wvcnz,wvcnz excuse,0.0,0.0
door,106,concrete,5.259750452,4,1,3,2,4.81,5.3548,498.4473684,0.65,6.686,subsective,new,new door,0.0,0.0
door,106,concrete,5.259750452,4,1,3,2,4.81,5.3548,498.4473684,0.65,6.686,privative,hypothetical,hypothetical door,0.0,0.0
door,106,concrete,5.259750452,4,1,3,2,4.81,5.3548,498.4473684,0.65,6.686,baseline,rvqf,rvqf door,0.0,0.0
power,106,abstract,5.289376175,5,2,3,4,2.04,5.7813,519.0857143,1.34,3.818,subsective,average,average power,0.0,0.0
power,106,abstract,5.289376175,5,2,3,4,2.04,5.7813,519.0857143,1.34,3.818,privative,fabricated,fabricated power,0.0,0.0
power,106,abstract,5.289376175,5,2,3,4,2.04,5.7813,519.0857143,1.34,3.818,baseline,fxldmr,fxldmr power,0.0,0.0
bomber,107,concrete,3.859791018,6,2,4,4,4.45,2.0667,637.925,0.93,4.9,subsective,important,important bomber,0.0,0.0
bomber,107,concrete,3.859791018,6,2,4,4,4.45,2.0667,637.925,0.93,4.9,privative,former,former bomber,0.0,0.0
bomber,107,concrete,3.859791018,6,2,4,4,4.45,2.0667,637.925,0.93,4.9,baseline,bxfjwts,bxfjwts bomber,0.0,0.0
nuisance,107,abstract,3.697901788,8,2,6,6,2.19,2.6857,626.7647059,1.27,3.314,subsective,true,true nuisance,0.0,0.0
nuisance,107,abstract,3.697901788,8,2,6,6,2.19,2.6857,626.7647059,1.27,3.314,privative,phony,phony nuisance,0.0,0.0
nuisance,107,abstract,3.697901788,8,2,6,6,2.19,2.6857,626.7647059,1.27,3.314,baseline,ypdcglkc,ypdcglkc nuisance,0.0,0.0
waltz,108,concrete,3.751877988,5,1,5,4,4.52,6.4375,643.59375,0.57,5.667,subsective,perfect,perfect waltz,0.0,0.0
waltz,108,concrete,3.751877988,5,1,5,4,4.52,6.4375,643.59375,0.57,5.667,privative,mock,mock waltz,0.0,0.0
waltz,108,concrete,3.751877988,5,1,5,4,4.52,6.4375,643.59375,0.57,5.667,baseline,htbqzylm,htbqzylm waltz,0.0,0.0
premium,108,abstract,3.935535545,7,3,7,6,2.11,6.9697,603.5135135,1.1,2.886,subsective,current,current premium,0.0,0.0
premium,108,abstract,3.935535545,7,3,7,6,2.11,6.9697,603.5135135,1.1,2.886,privative,false,false premium,0.0,0.0
premium,108,abstract,3.935535545,7,3,7,6,2.11,6.9697,603.5135135,1.1,2.886,baseline,htbqzylm,htbqzylm premium,0.0,0.0
weapon,109,concrete,4.291342161,6,2,5,4,4.76,2.3438,525.75,0.44,6.156,subsective,genuine,genuine weapon,0.0,0.0
weapon,109,concrete,4.291342161,6,2,5,4,4.76,2.3438,525.75,0.44,6.156,privative,fictional,fictional weapon,0.0,0.0
weapon,109,concrete,4.291342161,6,2,5,4,4.76,2.3438,525.75,0.44,6.156,baseline,xkq,xkq weapon,0.0,0.0
madness,109,abstract,4.029384483,7,2,6,6,1.97,2.6765,532.8717949,1.2,3.324,subsective,unique,unique madness,0.0,0.0
madness,109,abstract,4.029384483,7,2,6,6,1.97,2.6765,532.8717949,1.2,3.324,privative,virtual,virtual madness,0.0,0.0
madness,109,abstract,4.029384483,7,2,6,6,1.97,2.6765,532.8717949,1.2,3.324,baseline,zrtqgfplh,zrtqgfplh madness,0.0,0.0
novel,110,concrete,4.429173753,5,2,5,6,4.21,6.4848,536.55,1.15,5.452,subsective,authentic,authentic novel,0.0,0.0
novel,110,concrete,4.429173753,5,2,5,6,4.21,6.4848,536.55,1.15,5.452,privative,counterfeit,counterfeit novel,0.0,0.0
novel,110,concrete,4.429173753,5,2,5,6,4.21,6.4848,536.55,1.15,5.452,baseline,qxsw,qxsw novel,0.0,0.0
culture,110,abstract,4.725444089,7,2,5,6,2.04,6.8824,526.175,1.34,3.853,subsective,genuine,genuine culture,0.0,0.0
culture,110,abstract,4.725444089,7,2,5,6,2.04,6.8824,526.175,1.34,3.853,privative,fictional,fictional culture,0.0,0.0
culture,110,abstract,4.725444089,7,2,5,6,2.04,6.8824,526.175,1.34,3.853,baseline,rjdnw,rjdnw culture,0.0,0.0
venom,111,concrete,3.755677614,5,2,5,10,4.62,2.5758,621.2702703,0.92,4.457,subsective,important,important venom,0.0,0.0
venom,111,concrete,3.755677614,5,2,5,10,4.62,2.5758,621.2702703,0.92,4.457,privative,former,former venom,0.0,0.0
venom,111,concrete,3.755677614,5,2,5,10,4.62,2.5758,621.2702703,0.92,4.457,baseline,fxldmr,fxldmr venom,0.0,0.0
ordeal,111,abstract,3.632249469,6,2,5,10,2.04,2.6,625.5263158,1.15,3.429,subsective,unique,unique ordeal,0.0,0.0
ordeal,111,abstract,3.632249469,6,2,5,10,2.04,2.6,625.5263158,1.15,3.429,privative,virtual,virtual ordeal,0.0,0.0
ordeal,111,abstract,3.632249469,6,2,5,10,2.04,2.6,625.5263158,1.15,3.429,baseline,ptrgsbkv,ptrgsbkv ordeal,0.0,0.0
comet,112,concrete,3.570217544,5,2,5,8,4.67,6.2353,570.0540541,1.03,6.121,subsective,bad,bad comet,0.0,0.0
comet,112,concrete,3.570217544,5,2,5,8,4.67,6.2353,570.0540541,1.03,6.121,privative,fake,fake comet,0.0,0.0
comet,112,concrete,3.570217544,5,2,5,8,4.67,6.2353,570.0540541,1.03,6.121,baseline,htbqzylm,htbqzylm comet,0.0,0.0
upgrade,112,abstract,3.612715774,7,2,6,8,2.36,7.2,571.4102564,1.32,3.857,subsective,new,new upgrade,0.0,0.0
upgrade,112,abstract,3.612715774,7,2,6,8,2.36,7.2,571.4102564,1.32,3.857,privative,hypothetical,hypothetical upgrade,0.0,0.0
upgrade,112,abstract,3.612715774,7,2,6,8,2.36,7.2,571.4102564,1.32,3.857,baseline,htbqzylm,htbqzylm upgrade,0.0,0.0
daybreak,113,concrete,2.926184648,8,2,6,4,4.21,6.9375,622.7575758,0.92,5.258,subsective,current,current daybreak,0.0,0.0
daybreak,113,concrete,2.926184648,8,2,6,4,4.21,6.9375,622.7575758,0.92,5.258,privative,false,false daybreak,0.0,0.0
daybreak,113,concrete,2.926184648,8,2,6,4,4.21,6.9375,622.7575758,0.92,5.258,baseline,fxldmr,fxldmr daybreak,0.0,0.0
uplift,113,abstract,2.752640578,6,2,6,2,2.34,7.5484,599.3421053,1.26,3.273,subsective,current,current uplift,0.0,0.0
uplift,113,abstract,2.752640578,6,2,6,2,2.34,7.5484,599.3421053,1.26,3.273,privative,false,false uplift,0.0,0.0
uplift,113,abstract,2.752640578,6,2,6,2,2.34,7.5484,599.3421053,1.26,3.273,baseline,wvcnz,wvcnz uplift,0.0,0.0
tomb,114,concrete,3.693558807,4,1,3,6,4.73,3.0645,575.8157895,0.78,5.967,subsective,true,true tomb,0.0,0.0
tomb,114,concrete,3.693558807,4,1,3,6,4.73,3.0645,575.8157895,0.78,5.967,privative,phony,phony tomb,0.0,0.0
tomb,114,concrete,3.693558807,4,1,3,6,4.73,3.0645,575.8157895,0.78,5.967,baseline,zrtqgfplh,zrtqgfplh tomb,0.0,0.0
guilt,114,abstract,3.834038424,5,1,4,6,1.93,2.2121,564.3513514,1.36,3.0,subsective,authentic,authentic guilt,0.0,0.0
guilt,114,abstract,3.834038424,5,1,4,6,1.93,2.2121,564.3513514,1.36,3.0,privative,counterfeit,counterfeit guilt,0.0,0.0
guilt,114,abstract,3.834038424,5,1,4,6,1.93,2.2121,564.3513514,1.36,3.0,baseline,ptrgsbkv,ptrgsbkv guilt,0.0,0.0
click,115,concrete,4.062345437,5,1,4,6,4.03,5.0294,532.5277778,1.25,5.257,subsective,old,old click,0.0,0.0
click,115,concrete,4.062345437,5,1,4,6,4.03,5.0294,532.5277778,1.25,5.257,privative,imaginary,imaginary click,0.0,0.0
click,115,concrete,4.062345437,5,1,4,6,4.03,5.0294,532.5277778,1.25,5.257,baseline,ptrgsbkv,ptrgsbkv click,0.0,0.0
aspect,115,abstract,4.235940026,6,2,6,8,1.82,5.5313,546.9189189,1.1,1.943,subsective,important,important aspect,0.0,0.0
aspect,115,abstract,4.235940026,6,2,6,8,1.82,5.5313,546.9189189,1.1,1.943,privative,former,former aspect,1.6285379803329417e-08,1.4481315748581612e-08
aspect,115,abstract,4.235940026,6,2,6,8,1.82,5.5313,546.9189189,1.1,1.943,baseline,zrtqgfplh,zrtqgfplh aspect,0.0,0.0
audience,116,concrete,4.859910068,8,3,6,4,4.29,5.9032,543.2972973,0.9,6.065,subsective,authentic,authentic audience,2.0922101860588032e-09,2.126774705187695e-09
audience,116,concrete,4.859910068,8,3,6,4,4.29,5.9032,543.2972973,0.9,6.065,privative,counterfeit,counterfeit audience,0.0,0.0
audience,116,concrete,4.859910068,8,3,6,4,4.29,5.9032,543.2972973,0.9,6.065,baseline,rjdnw,rjdnw audience,0.0,0.0
attempt,116,abstract,4.600883728,7,2,6,6,2.22,5.8286,529.7,1.09,3.0,subsective,old,old attempt,5.897247820139105e-09,3.6731253031619685e-09
attempt,116,abstract,4.600883728,7,2,6,6,2.22,5.8286,529.7,1.09,3.0,privative,imaginary,imaginary attempt,2.7735874217427105e-10,2.3089416896606002e-10
attempt,116,abstract,4.600883728,7,2,6,6,2.22,5.8286,529.7,1.09,3.0,baseline,vpbyzkgrf,vpbyzkgrf attempt,0.0,0.0
vomit,117,concrete,3.45615821,5,2,5,8,4.75,2.5429,544.1538462,0.65,6.559,subsective,old,old vomit,1.0802129915252443e-09,9.61193118229533e-10
vomit,117,concrete,3.45615821,5,2,5,8,4.75,2.5429,544.1538462,0.65,6.559,privative,imaginary,imaginary vomit,0.0,0.0
vomit,117,concrete,3.45615821,5,2,5,8,4.75,2.5429,544.1538462,0.65,6.559,baseline,zrtqgfplh,zrtqgfplh vomit,0.0,0.0
neglect,117,abstract,3.647558762,7,2,7,6,2.26,1.5714,566.5,0.98,4.057,subsective,typical,typical neglect,3.722055028283419e-10,2.3279996110591405e-10
neglect,117,abstract,3.647558762,7,2,7,6,2.26,1.5714,566.5,0.98,4.057,privative,spurious,spurious neglect,0.0,0.0
neglect,117,abstract,3.647558762,7,2,7,6,2.26,1.5714,566.5,0.98,4.057,baseline,qxsw,qxsw neglect,0.0,0.0
gag,118,concrete,3.407542955,3,1,3,6,4.37,2.9118,579.2368421,0.96,5.333,subsective,actual,actual gag,4.032202015146958e-11,4.281082036164363e-11
gag,118,concrete,3.407542955,3,1,3,6,4.37,2.9118,579.2368421,0.96,5.333,privative,artificial,artificial gag,0.0,0.0
gag,118,concrete,3.407542955,3,1,3,6,4.37,2.9118,579.2368421,0.96,5.333,baseline,fxldmr,fxldmr gag,0.0,0.0
dread,118,abstract,3.6576312,5,1,4,4,1.86,2.0645,600.8055556,1.06,2.875,subsective,current,current dread,1.285950569203135e-10,9.069618067842417e-11
dread,118,abstract,3.6576312,5,1,4,4,1.86,2.0645,600.8055556,1.06,2.875,privative,false,false dread,1.3849756091996655e-10,1.1999627092451212e-10
dread,118,abstract,3.6576312,5,1,4,4,1.86,2.0645,600.8055556,1.06,2.875,baseline,rvqf,rvqf dread,0.0,0.0
urine,119,concrete,3.640711635,5,2,4,8,4.93,4.2571,572.6315789,0.27,6.4,subsective,authentic,authentic urine,3.495185746504772e-11,9.25994893865143e-11
urine,119,concrete,3.640711635,5,2,4,8,4.93,4.2571,572.6315789,0.27,6.4,privative,counterfeit,counterfeit urine,0.0,0.0
urine,119,concrete,3.640711635,5,2,4,8,4.93,4.2571,572.6315789,0.27,6.4,baseline,wvcnz,wvcnz urine,0.0,0.0
rogue,119,abstract,3.876721307,5,1,3,10,2.32,3.5429,569.974359,1.38,4.424,subsective,perfect,perfect rogue,2.332089599527401e-10,2.062677336529327e-10
rogue,119,abstract,3.876721307,5,1,3,10,2.32,3.5429,569.974359,1.38,4.424,privative,mock,mock rogue,0.0,0.0
rogue,119,abstract,3.876721307,5,1,3,10,2.32,3.5429,569.974359,1.38,4.424,baseline,mghljkqr,mghljkqr rogue,0.0,0.0
treasure,120,concrete,4.458939027,8,2,5,2,4.32,7.8235,499.5135135,1.02,6.143,subsective,authentic,authentic treasure,4.278130566108592e-10,3.7420966292271337e-10
treasure,120,concrete,4.458939027,8,2,5,2,4.32,7.8235,499.5135135,1.02,6.143,privative,counterfeit,counterfeit treasure,2.2234553785646173e-11,2.4319822383735106e-11
treasure,120,concrete,4.458939027,8,2,5,2,4.32,7.8235,499.5135135,1.02,6.143,baseline,ypdcglkc,ypdcglkc treasure,0.0,0.0
pleasure,120,abstract,4.662909149,8,2,5,2,2.04,8.0909,534.5263158,1.26,3.677,subsective,good,good pleasure,1.588832923112358e-07,1.4491986293033205e-07
pleasure,120,abstract,4.662909149,8,2,5,2,2.04,8.0909,534.5263158,1.26,3.677,privative,fictitious,fictitious pleasure,4.483749096294989e-11,4.620582924416169e-11
pleasure,120,abstract,4.662909149,8,2,5,2,2.04,8.0909,534.5263158,1.26,3.677,baseline,zrtqgfplh,zrtqgfplh pleasure,0.0,0.0
musket,121,concrete,2.938773775,6,2,6,6,4.67,3.7333,697.969697,0.82,5.833,subsective,average,average musket,7.908695962850304e-11,7.903598572405821e-11
musket,121,concrete,2.938773775,6,2,6,6,4.67,3.7333,697.969697,0.82,5.833,privative,fabricated,fabricated musket,0.0,0.0
musket,121,concrete,2.938773775,6,2,6,6,4.67,3.7333,697.969697,0.82,5.833,baseline,xkq,xkq musket,0.0,0.0
gripe,121,abstract,2.691370921,5,1,4,6,2.15,3.5,653.5806452,1.01,2.704,subsective,authentic,authentic gripe,0.0,0.0
gripe,121,abstract,2.691370921,5,1,4,6,2.15,3.5,653.5806452,1.01,2.704,privative,counterfeit,counterfeit gripe,0.0,0.0
gripe,121,abstract,2.691370921,5,1,4,6,2.15,3.5,653.5806452,1.01,2.704,baseline,mghljkqr,mghljkqr gripe,0.0,0.0
singer,122,concrete,4.482345199,6,2,4,2,4.62,6.8571,558.6486486,0.86,6.382,subsective,good,good singer,3.9746475579588164e-08,3.3191523250744504e-08
singer,122,concrete,4.482345199,6,2,4,2,4.62,6.8571,558.6486486,0.86,6.382,privative,fictitious,fictitious singer,4.944258183056128e-11,2.606994162927933e-11
singer,122,concrete,4.482345199,6,2,4,2,4.62,6.8571,558.6486486,0.86,6.382,baseline,htbqzylm,htbqzylm singer,0.0,0.0
talent,122,abstract,4.578999586,6,2,6,4,2.19,7.5938,517.9230769,1.14,4.364,subsective,special,special talent,1.0336095397722765e-07,9.779246910192887e-08
talent,122,abstract,4.578999586,6,2,6,4,2.19,7.5938,517.9230769,1.14,4.364,privative,past,past talent,1.4252869845624805e-10,9.34156912751221e-11
talent,122,abstract,4.578999586,6,2,6,4,2.19,7.5938,517.9230769,1.14,4.364,baseline,rjdnw,rjdnw talent,0.0,0.0
dung,123,concrete,3.545768984,4,1,3,12,4.64,3.4194,603.3939394,0.76,5.706,subsective,special,special dung,1.6974007506782332e-11,3.670562321719496e-11
dung,123,concrete,3.545768984,4,1,3,12,4.64,3.4194,603.3939394,0.76,5.706,privative,past,past dung,0.0,0.0
dung,123,concrete,3.545768984,4,1,3,12,4.64,3.4194,603.3939394,0.76,5.706,baseline,xkq,xkq dung,0.0,0.0
brink,123,abstract,3.823488242,5,1,5,10,2.48,3.9667,641.2432432,1.33,2.871,subsective,actual,actual brink,1.976115507551573e-10,1.8721940346099292e-10
brink,123,abstract,3.823488242,5,1,5,10,2.48,3.9667,641.2432432,1.33,2.871,privative,artificial,artificial brink,0.0,0.0
brink,123,abstract,3.823488242,5,1,5,10,2.48,3.9667,641.2432432,1.33,2.871,baseline,xkq,xkq brink,0.0,0.0
daylight,124,concrete,3.889972475,8,2,5,2,4.1,7.6471,540.0526316,1.11,6.273,subsective,genuine,genuine daylight,1.690117050218643e-10,1.8279753716296102e-10
daylight,124,concrete,3.889972475,8,2,5,2,4.1,7.6471,540.0526316,1.11,6.273,privative,fictional,fictional daylight,0.0,0.0
daylight,124,concrete,3.889972475,8,2,5,2,4.1,7.6471,540.0526316,1.11,6.273,baseline,kmlsdjtw,kmlsdjtw daylight,0.0,0.0
wisdom,124,abstract,3.922335631,6,2,6,2,1.53,8.1875,564.4210526,0.86,2.5,subsective,new,new wisdom,2.802390490300558e-08,2.063546713808391e-08
wisdom,124,abstract,3.922335631,6,2,6,2,1.53,8.1875,564.4210526,0.86,2.5,privative,hypothetical,hypothetical wisdom,4.343300980922796e-11,2.9164424750146536e-11
wisdom,124,abstract,3.922335631,6,2,6,2,1.53,8.1875,564.4210526,0.86,2.5,baseline,ptrgsbkv,ptrgsbkv wisdom,0.0,0.0
laugh,125,concrete,4.773430592,5,1,3,2,4.21,8.4118,534.3421053,1.1,5.618,subsective,unique,unique laugh,2.9990577449000593e-10,1.8857357228849335e-10
laugh,125,concrete,4.773430592,5,1,3,2,4.21,8.4118,534.3421053,1.1,5.618,privative,virtual,virtual laugh,0.0,0.0
laugh,125,concrete,4.773430592,5,1,3,2,4.21,8.4118,534.3421053,1.1,5.618,baseline,mtpv,mtpv laugh,0.0,0.0
peace,125,abstract,4.743399921,5,1,3,2,1.62,8.6471,530.7894737,1.35,4.0,subsective,average,average peace,2.5276723617001904e-10,1.441551260709883e-09
peace,125,abstract,4.743399921,5,1,3,2,1.62,8.6471,530.7894737,1.35,4.0,privative,fabricated,fabricated peace,0.0,0.0
peace,125,abstract,4.743399921,5,1,3,2,1.62,8.6471,530.7894737,1.35,4.0,baseline,tqvgqrz,tqvgqrz peace,0.0,0.0
ulcer,126,concrete,2.863053061,5,2,4,10,4.69,2.9118,618.8787879,0.76,5.657,subsective,typical,typical ulcer,5.758484173233121e-09,4.212404991482666e-09
ulcer,126,concrete,2.863053061,5,2,4,10,4.69,2.9118,618.8787879,0.76,5.657,privative,spurious,spurious ulcer,0.0,0.0
ulcer,126,concrete,2.863053061,5,2,4,10,4.69,2.9118,618.8787879,0.76,5.657,baseline,ptrgsbkv,ptrgsbkv ulcer,0.0,0.0
strife,126,abstract,3.158133724,6,1,5,12,2.2,3.4545,644.03125,1.45,3.394,subsective,bad,bad strife,1.2756232243840676e-10,1.3665306068541483e-10
strife,126,abstract,3.158133724,6,1,5,12,2.2,3.4545,644.03125,1.45,3.394,privative,fake,fake strife,0.0,0.0
strife,126,abstract,3.158133724,6,1,5,12,2.2,3.4545,644.03125,1.45,3.394,baseline,rjdnw,rjdnw strife,0.0,0.0
hooker,127,concrete,3.460658711,6,2,4,12,4.5,2.4848,573.6571429,0.92,5.697,subsective,authentic,authentic hooker,0.0,0.0
hooker,127,concrete,3.460658711,6,2,4,12,4.5,2.4848,573.6571429,0.92,5.697,privative,counterfeit,counterfeit hooker,0.0,0.0
hooker,127,concrete,3.460658711,6,2,4,12,4.5,2.4848,573.6571429,0.92,5.697,baseline,qxsw,qxsw hooker,0.0,0.0
outrage,127,abstract,3.58391522,7,2,5,13,2.45,2.3714,584.0789474,1.38,4.657,subsective,real,real outrage,1.4138352033021458e-09,1.2680172235884046e-09
outrage,127,abstract,3.58391522,7,2,5,13,2.45,2.3714,584.0789474,1.38,4.657,privative,mythical,mythical outrage,0.0,0.0
outrage,127,abstract,3.58391522,7,2,5,13,2.45,2.3714,584.0789474,1.38,4.657,baseline,fxldmr,fxldmr outrage,0.0,0.0
stroke,128,concrete,4.189193777,6,1,5,4,4.1,3.8,555.2972973,0.94,5.143,subsective,bad,bad stroke,3.4398663793977836e-09,3.0915678496033016e-09
stroke,128,concrete,4.189193777,6,1,5,4,4.1,3.8,555.2972973,0.94,5.143,privative,fake,fake stroke,0.0,0.0
stroke,128,concrete,4.189193777,6,1,5,4,4.1,3.8,555.2972973,0.94,5.143,baseline,vpbyzkgrf,vpbyzkgrf stroke,0.0,0.0
nonsense,128,abstract,4.270114291,8,2,7,4,2.38,3.3939,559.8974359,1.37,2.606,subsective,old,old nonsense,0.0,0.0
nonsense,128,abstract,4.270114291,8,2,7,4,2.38,3.3939,559.8974359,1.37,2.606,privative,imaginary,imaginary nonsense,0.0,0.0
nonsense,128,abstract,4.270114291,8,2,7,4,2.38,3.3939,559.8974359,1.37,2.606,baseline,zbxlv,zbxlv nonsense,0.0,0.0
exam,129,concrete,4.104992378,4,2,5,4,4.48,3.2059,548.6315789,0.95,6.206,subsective,average,average exam,0.0,0.0
exam,129,concrete,4.104992378,4,2,5,4,4.48,3.2059,548.6315789,0.95,6.206,privative,fabricated,fabricated exam,0.0,0.0
exam,129,concrete,4.104992378,4,2,5,4,4.48,3.2059,548.6315789,0.95,6.206,baseline,rvqf,rvqf exam,0.0,0.0
fraud,129,abstract,4.251192943,5,1,4,6,1.68,2.2571,586.475,0.86,3.114,subsective,true,true fraud,0.0,0.0
fraud,129,abstract,4.251192943,5,1,4,6,1.68,2.2571,586.475,0.86,3.114,privative,phony,phony fraud,0.0,0.0
fraud,129,abstract,4.251192943,5,1,4,6,1.68,2.2571,586.475,0.86,3.114,baseline,ptrgsbkv,ptrgsbkv fraud,0.0,0.0
carcass,130,concrete,3.451610582,7,2,6,10,4.46,2.6,705.2333333,1.17,5.531,subsective,typical,typical carcass,0.0,0.0
carcass,130,concrete,3.451610582,7,2,6,10,4.46,2.6,705.2333333,1.17,5.531,privative,spurious,spurious carcass,0.0,0.0
carcass,130,concrete,3.451610582,7,2,6,10,4.46,2.6,705.2333333,1.17,5.531,baseline,mghljkqr,mghljkqr carcass,0.0,0.0
dissent,130,abstract,3.21687381,7,2,6,12,2.17,3.1,685.7666667,1.13,2.781,subsective,new,new dissent,0.0,0.0
dissent,130,abstract,3.21687381,7,2,6,12,2.17,3.1,685.7666667,1.13,2.781,privative,hypothetical,hypothetical dissent,0.0,0.0
dissent,130,abstract,3.21687381,7,2,6,12,2.17,3.1,685.7666667,1.13,2.781,baseline,mtpv,mtpv dissent,0.0,0.0
court,131,concrete,5.103194617,5,1,4,4,4.31,4.1333,528.5789474,1.19,5.594,subsective,perfect,perfect court,0.0,0.0
court,131,concrete,5.103194617,5,1,4,4,4.31,4.1333,528.5789474,1.19,5.594,privative,mock,mock court,0.0,0.0
court,131,concrete,5.103194617,5,1,4,4,4.31,4.1333,528.5789474,1.19,5.594,baseline,mtpv,mtpv court,0.0,0.0
issue,131,abstract,5.182392858,5,2,3,6,2.37,3.6765,518.55,1.52,3.029,subsective,real,real issue,0.0,0.0
issue,131,abstract,5.182392858,5,2,3,6,2.37,3.6765,518.55,1.52,3.029,privative,mythical,mythical issue,0.0,0.0
issue,131,abstract,5.182392858,5,2,3,6,2.37,3.6765,518.55,1.52,3.029,baseline,rjdnw,rjdnw issue,0.0,0.0
smile,132,concrete,4.712518439,5,1,4,2,4.5,8.2813,571.6578947,0.75,6.576,subsective,important,important smile,0.0,0.0
smile,132,concrete,4.712518439,5,1,4,2,4.5,8.2813,571.6578947,0.75,6.576,privative,former,former smile,0.0,0.0
smile,132,concrete,4.712518439,5,1,4,2,4.5,8.2813,571.6578947,0.75,6.576,baseline,ptrgsbkv,ptrgsbkv smile,0.0,0.0
