item_nr,condition,match_null,string,Zipf.SUBTLEX_UK,PoS.SUBTLEX_UK,Length,AoA.Kuperman,CNC.Brysbaert.M,CNC.Brysbaert.SD
1055,Abstract,A2,dread,3.6576312,noun,5,9.44,1.86,1.06
1063,Abstract,A2,trend,4.017748165,noun,5,10.84,2.42,1.27
1065,Abstract,A2,verdict,4.08755265,noun,7,11.05,2.19,1.22
1067,Abstract,A2,forte,3.185694206,noun,5,12.72,2.39,1.26
1071,Abstract,A2,penance,2.695735726,noun,7,12.5,1.52,0.77
1078,Abstract,A2,mode,3.838750526,noun,4,9.68,2.46,1.45
1079,Abstract,A2,vibe,3.560839701,noun,4,11,1.89,1.05
1081,Abstract,A2,sane,3.351833928,noun,4,8.5,1.79,0.94
1083,Abstract,A1,gimmick,3.188496115,noun,7,11.89,2.34,1.26
1091,Abstract,A2,gripe,2.691370921,noun,5,10.44,2.15,1.01
1093,Abstract,A2,glum,3.015882012,noun,4,10.15,2.11,1.25
1095,Abstract,A1,censure,2.488127416,noun,7,13,2.44,1.33
1097,Abstract,A2,ruling,4.007489587,noun,6,9.89,2.32,1.35
1099,Abstract,A2,glam,3.298880099,noun,4,11,2.43,0.99
1103,Abstract,A2,fault,4.751801656,noun,5,6.94,2.41,1.45
1105,Abstract,A2,null,2.582226451,noun,4,11.53,1.79,0.98
1109,Abstract,A1,muse,3.286800333,noun,4,11.94,2.45,1.43
1122,Abstract,A2,glamour,3.877579314,noun,7,9.11,2.11,1.15
1127,Abstract,A2,miser,2.41173907,noun,5,11.57,2.36,1.38
1131,Abstract,A2,meanie,2.559058586,noun,6,4.79,2.43,1.34
1133,Abstract,A2,knack,3.358493558,noun,5,9.78,2.05,1.09
1138,Abstract,A1,enigma,3.283446691,noun,6,14.17,1.79,1.2
1146,Abstract,A2,ultra,3.572530702,noun,5,9.27,1.55,0.91
1151,Abstract,A1,wry,2.860088582,noun,3,13.4,1.59,0.84
1155,Abstract,A2,idea,5.564656286,noun,4,5.95,1.61,1.2
1160,Abstract,A2,epic,4.103466454,noun,4,10.86,2.19,1.36
1163,Abstract,A1,context,4.279953838,noun,7,10,2.17,1.29
1164,Abstract,A2,onset,3.084901811,noun,5,10.72,2.14,1.27
1168,Abstract,A2,rundown,2.918452197,noun,7,7.78,2.3,1.3
1170,Abstract,A2,daft,3.95389392,noun,4,12.26,2.42,1.33
1171,Abstract,A2,scheme,4.689568593,noun,6,9.65,2.41,1.19
1175,Abstract,A2,grudge,3.188496115,noun,6,10.42,2.14,1.21
1180,Abstract,A2,poof,2.907923331,noun,4,5.67,2.22,1.09
1194,Abstract,A2,mystery,4.695822576,noun,7,6.89,2.33,1.66
1201,Abstract,A2,rawness,2.385931806,noun,7,8.68,2.36,1.19
1202,Abstract,A2,tact,2.883256447,noun,4,10.42,1.76,1.12
1206,Abstract,A2,norm,3.52375079,noun,4,9.84,2.11,1.1
1209,Abstract,A2,cure,4.138528952,noun,4,9.58,2.41,1.38
1216,Abstract,A1,future,5.300544768,noun,6,7.16,1.86,1.3
1220,Abstract,A2,uplift,2.752640578,noun,6,10,2.34,1.26
1225,Abstract,A2,pleaser,2.863053061,noun,7,9.33,2.38,1.42
1229,Abstract,A2,ban,4.300825188,noun,3,10.11,2.37,1.5
1230,Abstract,A2,mutiny,3.12709949,noun,6,10.59,2.24,0.97
1237,Abstract,A1,basis,4.625307905,noun,5,11.05,1.83,0.97
1245,Abstract,A2,joy,4.525939325,noun,3,6.74,2.37,1.52
1246,Abstract,A2,hearsay,2.678006959,noun,7,12.76,1.82,1.06
1247,Abstract,A2,fib,2.854098218,noun,3,6.5,2.47,1.53
1252,Abstract,A1,allure,2.943708993,noun,6,11.83,1.92,1.29
1268,Abstract,A2,upgrade,3.612715774,noun,7,9.17,2.36,1.32
1273,Abstract,A1,logic,3.898224043,noun,5,10.58,1.72,1.07
1276,Abstract,A2,vulgar,3.236065201,noun,6,11.57,1.97,0.98
1284,Abstract,A2,phobia,3.195422809,noun,6,9.83,2.1,1.37
1289,Abstract,A2,legit,2.985770338,noun,5,11.35,2.29,1.24
1295,Abstract,A2,ego,3.632249469,noun,3,10.89,1.74,1.1
1299,Abstract,A2,amends,3.23731497,noun,6,10.16,1.92,1.09
1300,Abstract,A2,ethic,3.303190749,noun,5,10.21,1.59,0.93
1306,Abstract,A2,affront,2.686961802,noun,7,12.44,1.83,1.1
1307,Abstract,A1,sorcery,2.704335898,noun,7,10.39,2,1.11
1321,Abstract,A2,despair,3.809010419,noun,7,9.56,2.21,1.32
1324,Abstract,A2,denial,3.600451271,noun,6,9.45,2.46,1.48
1325,Abstract,A2,imagery,3.392092115,noun,7,10.28,2.48,1.37
1328,Abstract,A2,health,5.1396399,noun,6,7.56,2.28,1.22
1329,Abstract,A2,wisdom,3.922335631,noun,6,9.61,1.53,0.86
1333,Abstract,A2,dibs,2.744953749,noun,4,7.56,2.23,1.34
1342,Abstract,A1,potency,2.593362817,noun,7,12.89,2.32,1.44
1344,Abstract,A1,dualism,1.809679079,noun,7,13.57,2.19,1.42
1349,Abstract,A2,homing,3.12387052,noun,6,11.75,2,1.14
1350,Abstract,A2,screwy,2.142893758,noun,6,10.95,1.83,1.04
1351,Abstract,A2,prelude,2.860088582,noun,7,11.06,2.33,1.44
1361,Abstract,A2,racism,3.712351274,noun,6,9.56,2.36,1.11
1376,Abstract,A2,caving,2.897132851,noun,6,10.11,2.38,1.44
1385,Abstract,A2,decency,3.298880099,noun,7,9,2,1.19
1387,Abstract,A1,output,3.765033738,noun,6,10.72,2.48,1.6
1388,Abstract,A1,dogma,2.796106271,noun,5,12.89,1.79,1.03
1390,Abstract,A1,anti,4.541143866,noun,4,9.37,2.12,1.26
1391,Abstract,A2,dismay,3.036179841,noun,6,10.9,2.29,1.27
1403,Abstract,A2,demerit,1.540833766,noun,7,11.71,2.19,1.36
1420,Abstract,A1,triumph,4.010866043,noun,7,10.16,2.17,1.36
1421,Abstract,A2,odds,4.12709949,noun,4,8.58,2.24,1.46
1423,Abstract,A2,par,4.012963075,noun,3,10.16,2.26,1.45
1427,Abstract,A2,opinion,4.693995065,noun,7,8.42,1.93,1.14
1435,Abstract,A2,hassle,3.533324164,noun,6,8.65,2.18,1.25
1441,Abstract,A2,mockery,2.967577333,noun,7,12.22,2.33,1.39
1442,Abstract,A2,oddity,2.789157411,noun,6,10.53,2.11,1.25
1454,Abstract,A2,rebirth,2.960553549,noun,7,10,2.21,1.42
1460,Abstract,A2,earnest,3.272077076,noun,7,10.22,2.24,1.3
1463,Abstract,A2,loyalty,3.849550591,noun,7,8.78,1.57,0.88
1468,Abstract,A2,renewal,3.41672147,noun,7,10.74,2.29,1.05
1472,Abstract,A2,godsend,2.888860325,noun,7,11.56,1.54,0.88
1474,Abstract,A2,frenzy,3.498509451,noun,6,9.53,2.31,1.2
1475,Abstract,A2,blues,4.666640224,noun,5,9.81,2.31,1.19
1478,Abstract,A2,havoc,3.569056328,noun,5,10.5,2.18,1.09
1487,Abstract,A2,zeal,2.809679079,noun,4,13.12,2.33,1.33
1489,Abstract,A2,persona,3.21556372,noun,7,11.33,2.33,1.3
1494,Abstract,A2,irony,3.732763606,noun,5,11.4,1.59,1.08
1508,Abstract,A2,tad,3.424900516,noun,3,9.32,2.09,1.44
1513,Abstract,A1,motive,3.607957783,noun,6,11.06,1.5,0.9
1515,Abstract,A2,pseudo,2.744953749,noun,6,13.75,1.9,1.14
1526,Abstract,A2,romance,4.088959843,noun,7,9.28,2.19,1.3
1528,Abstract,A2,glee,3.521810529,noun,4,9.28,2.27,1.28
1532,Abstract,A1,merger,3.390340925,noun,6,13.1,2.34,1.37
1535,Abstract,A2,crisis,4.859612382,noun,6,9,2.33,1.45
1536,Abstract,A2,inkling,3.375163623,noun,7,12.89,2.25,1.46
1541,Abstract,A2,care,5.340331854,noun,4,5.65,2.33,1.14
1546,Abstract,A2,version,4.536782192,noun,7,8.11,1.7,0.79
1551,Abstract,A2,chaste,2.5019157,noun,6,13.11,2.14,1.3
1552,Abstract,A2,reason,5.18989032,noun,6,7.84,1.93,1.36
1557,Abstract,A2,psych,2.969893575,noun,5,10.11,2.04,1.22
1561,Abstract,A1,egotist,1.598825713,noun,7,13.38,2.15,1.46
1571,Abstract,A1,equity,3.612715774,noun,6,15.53,2.22,1.31
1572,Abstract,A2,default,3.820891556,noun,7,10.85,2,1.22
1573,Abstract,A1,wording,3.224652426,noun,7,10.22,2.45,1.3
1578,Abstract,A2,hype,3.392092115,noun,4,11,1.75,1.17
1579,Abstract,A1,gusto,2.992400916,noun,5,11.53,2.25,1.27
1589,Abstract,A2,concern,4.70014309,noun,7,7.42,1.7,1.02
1592,Abstract,A2,farce,3.30426176,noun,5,12.12,2.32,1.19
1596,Abstract,A2,accord,3.248403942,noun,6,9.65,1.57,1.04
1597,Abstract,A2,aspect,4.235940026,noun,6,10.35,1.82,1.1
1600,Abstract,A2,taint,2.515279662,noun,5,9.84,2.19,1.39
1602,Abstract,A2,reign,3.963845456,noun,5,9.42,2.37,1.33
1606,Abstract,A2,purpose,4.511180642,noun,7,8.37,1.52,0.98
1607,Abstract,A1,effect,4.83821905,noun,6,9.26,1.8,1.19
1612,Abstract,A2,vogue,3.453890348,noun,5,11.6,2.15,1.13
1614,Abstract,A2,elitist,3.013799061,noun,7,13.86,2.42,1.45
1621,Abstract,A2,neglect,3.647558762,noun,7,9.84,2.26,0.98
1653,Abstract,A1,naivety,2.819587367,noun,7,12.44,1.74,1.01
1656,Abstract,A2,lieu,2.712769065,noun,4,11.65,1.73,1
1657,Abstract,A2,effort,4.764848578,noun,6,8.16,2.33,1.33
1664,Abstract,A2,outrage,3.58391522,noun,7,9.9,2.45,1.38
1666,Abstract,A1,realist,2.907923331,noun,7,13.48,2.34,1.29
1669,Abstract,A2,feat,3.64561343,noun,4,11.26,2.44,1.34
1671,Abstract,A2,simile,2.158133724,noun,6,11.68,2.04,1.31
1672,Abstract,A2,mooch,2.451610582,noun,5,11.72,2.28,1.24
1682,Abstract,A2,focus,4.780562143,noun,5,8.32,2.35,1.25
1683,Abstract,A1,retro,3.6576312,noun,5,11.9,2.21,1.22
1686,Abstract,A2,fraud,4.251192943,noun,5,10.11,1.68,0.86
1690,Abstract,A2,hater,2.521810529,noun,5,10.71,2.21,1.15
1691,Abstract,A2,lack,4.616797617,noun,4,8.28,2.04,1.32
1693,Abstract,A1,satire,3.395573452,noun,6,13.07,1.96,1
1694,Abstract,A1,mayhem,3.54515514,noun,6,10.37,2.24,1.33
1701,Abstract,A1,seducer,2.075946968,noun,7,12.72,2.36,1.25
1708,Abstract,A1,pun,3.406698845,noun,3,11.21,2.3,1.27
1723,Abstract,A1,vice,3.966647366,noun,4,12.5,2.46,1.55
1726,Abstract,A2,recap,3.68250746,noun,5,9.83,2.48,1.38
1728,Abstract,A2,origin,3.81827925,noun,6,10.25,2.03,1.25
1730,Abstract,A1,apathy,2.868921995,noun,6,14.21,2.04,1.25
1733,Abstract,A2,probate,3.03219546,noun,7,11.72,2.42,1.32
1736,Abstract,A2,taboo,3.13506842,noun,5,12.26,1.67,1.07
1741,Abstract,A2,airhead,2.275519323,noun,7,10.17,2.48,1.4
1742,Abstract,A2,subsidy,3.590051789,noun,7,12.44,2.16,1.46
1744,Abstract,A1,mono,2.630234177,noun,4,11.22,2.04,1.12
1752,Abstract,A2,deceit,3.013799061,noun,6,10.95,2.37,1.13
1753,Abstract,A2,genre,3.521161844,noun,5,12.75,2.37,1.19
1758,Abstract,A2,value,5.004641466,noun,5,6.78,1.62,0.88
1765,Abstract,A2,reissue,1.926184648,noun,7,12.16,2.15,1.17
1768,Abstract,A1,doozy,1.809679079,noun,5,9.27,2.36,1.22
1774,Abstract,A2,woe,3.174302222,noun,3,10.75,1.96,1.37
1784,Abstract,A2,service,5.195079085,noun,7,8,2.21,1.26
1789,Abstract,A1,debut,4.095236388,noun,5,10.58,1.83,1.27
1791,Abstract,A2,premium,3.935535545,noun,7,9.95,2.11,1.1
1793,Abstract,A2,motley,2.778521097,noun,6,12.19,2.21,1.32
1799,Abstract,A2,renown,2.420011596,noun,6,11,1.68,0.85
1805,Abstract,A2,deity,2.835614813,noun,5,13,2.33,1.57
1806,Abstract,A2,whence,2.844954839,noun,6,14.12,1.88,1.24
1809,Abstract,A2,indie,3.208953326,noun,5,14.88,2.36,1.25
1814,Abstract,A2,dignity,3.905786576,noun,7,9.58,2.03,1.3
1834,Abstract,A2,wedlock,2.66886358,noun,7,10.89,2.29,1.3
1848,Abstract,A2,mania,3.182874102,noun,5,12.95,2.42,1.41
1850,Abstract,A2,lust,3.375163623,noun,4,12.22,2.15,1.29
1859,Abstract,A2,heresy,2.806325436,noun,6,12.86,2.04,1.37
1861,Abstract,A2,rivalry,3.697901788,noun,7,10.86,2.14,1.13
1865,Abstract,A2,debacle,2.953414301,noun,7,12.42,2.29,1.12
1868,Abstract,A2,pride,4.479139007,noun,5,8.95,1.66,1.01
1869,Abstract,A2,variety,4.443535817,noun,7,7.89,2.13,1.43
1871,Abstract,A2,motif,3.144442046,noun,5,13.55,2.45,1.21
1876,Abstract,A2,lament,2.822840525,noun,6,11.81,1.75,1.07
1877,Abstract,A2,wannabe,3.335222215,noun,7,11.29,1.85,1.08
1886,Abstract,A2,control,5.139577387,noun,7,7.26,1.93,1.13
1890,Abstract,A2,doubt,4.892022475,noun,5,8.79,1.79,1.18
1896,Abstract,A2,ruse,2.778521097,noun,4,12.17,1.57,0.77
1897,Abstract,A2,variant,2.744953749,noun,7,11.68,2.1,1.24
1904,Abstract,A2,fate,4.224395371,noun,4,10.3,1.53,0.97
1910,Abstract,A2,nuance,2.515279662,noun,6,11.05,1.85,1.03
1915,Abstract,A2,desire,4.244616289,noun,6,9.95,1.7,1.26
1916,Abstract,A2,jest,2.744953749,noun,4,11.21,2.15,1.22
1920,Abstract,A1,amnesty,3.466587738,noun,7,12.95,2.18,1.12
1930,Abstract,A2,novelty,3.874424966,noun,7,11.71,2.21,1.32
1939,Abstract,A2,tyranny,3.165557742,noun,7,12.12,1.68,0.98
1942,Abstract,A2,dissent,3.21687381,noun,7,11.44,2.17,1.13
1948,Abstract,A2,midst,3.58838676,noun,5,10.89,2.33,1.24
1954,Abstract,A1,curate,2.630234177,noun,6,15.67,2.42,1.36
1957,Abstract,A2,qualm,1.809679079,noun,5,12.67,2,1.19
1969,Abstract,A2,vantage,3.284567452,noun,7,12.1,1.93,1.05
1972,Abstract,A1,exile,3.505295441,noun,5,11,2.15,1.35
1975,Abstract,A2,method,4.12387052,noun,6,11.15,2.41,1.43
1982,Abstract,A1,brunt,3.453890348,noun,5,12.52,2.21,1.2
1989,Abstract,A2,conceit,2.553068223,noun,7,12.3,2.1,1.16
2007,Abstract,A2,nil,3.77780266,noun,3,12.29,2.43,1.37
2010,Abstract,A2,morale,3.724713431,noun,6,10.62,1.85,1.1
2025,Abstract,A1,verge,3.645125733,noun,5,11.41,2.32,1.31
2043,Abstract,A2,scandal,4.221428251,noun,7,10.83,2.13,1.36
2045,Abstract,A2,finesse,3.212931624,noun,7,12.39,1.86,1.08
2051,Abstract,A2,vanity,3.461404281,noun,6,11.39,2.15,1.38
2059,Abstract,A1,breach,3.87843563,noun,6,11.72,2.48,1.36
2061,Abstract,A2,tactics,4.149817997,noun,7,9.4,2.48,1.21
2071,Abstract,A2,outcome,4.279953838,noun,7,9.53,2.27,1.4
2074,Abstract,A2,lore,2.376976964,noun,4,12.56,2.35,1.23
2077,Abstract,A2,leisure,3.906054246,noun,7,9.84,2.03,1.32
2084,Abstract,A2,tactic,3.821216992,noun,6,11,2.1,1.37
2093,Abstract,A2,mindset,3.432132228,noun,7,11.78,1.55,0.87
2108,Abstract,A2,wit,3.674828627,noun,3,11.05,1.93,1.12
2117,Abstract,A2,lowdown,2.614813819,noun,7,12.28,2.38,1.2
2125,Abstract,A2,epitome,3.090187407,noun,7,13.88,1.8,1.22
2132,Abstract,A2,spite,3.732364622,noun,5,11.7,2.07,1.21
2143,Abstract,A2,outlook,3.814000452,noun,7,10.65,1.97,1.38
2150,Abstract,A2,evasion,3.276660702,noun,7,12,2.46,1.17
2166,Abstract,A2,killjoy,2.540833766,noun,7,12.94,2.42,1.39
2170,Abstract,A2,cahoots,2.508649083,noun,7,12.19,1.96,1.14
2178,Abstract,A1,deficit,4.627295293,noun,7,12.89,2.21,1.29
2179,Abstract,A2,power,5.289376175,noun,5,7.48,2.04,1.34
2185,Abstract,A2,misdeed,1.394705731,noun,7,10.56,2.3,1.14
2188,Abstract,A1,ethos,3.467323207,noun,5,15.71,1.58,0.72
2200,Abstract,A1,pretext,2.635254979,noun,7,13.06,2.26,1.29
2201,Abstract,A2,duality,2.297795718,noun,7,12.87,1.93,1.12
2207,Abstract,A2,appeal,4.591324002,noun,6,10.21,1.73,1.26
2214,Abstract,A2,ploy,3.088432679,noun,4,12.5,2.21,1.15
2216,Abstract,A2,disdain,2.729159482,noun,7,13.44,1.83,0.89
2220,Abstract,A2,quaint,3.413406229,noun,6,12.58,1.81,0.92
2225,Abstract,A2,subset,1.996765722,noun,6,11.67,2.41,1.45
2276,Abstract,A2,libel,3.296708622,noun,5,14.12,2.21,1.37
2278,Abstract,A2,repute,2.564967446,noun,6,12.38,1.76,1.05
2287,Abstract,A2,tragedy,4.258860687,noun,7,10.21,2.07,1.36
2290,Abstract,A2,sexism,2.969893575,noun,6,13.63,1.61,0.92
2311,Abstract,A2,fetish,2.841863762,noun,6,13.44,2.48,1.15
2317,Abstract,A2,issue,5.182392858,noun,5,8.6,2.37,1.52
2354,Abstract,A1,rebuff,1.951008231,noun,6,13,2.15,1.17
2361,Abstract,A2,upsurge,2.763921588,noun,7,13.87,2.17,1.4
2369,Abstract,A2,prowess,3.243510432,noun,7,13,2.03,1.24
2374,Abstract,A2,era,4.399542791,noun,3,11.14,2.24,1.43
2380,Abstract,A2,rebuke,2.508649083,noun,6,13,2.07,1.26
2393,Abstract,A1,rapport,3.038158407,noun,7,13.18,1.84,1.07
2400,Abstract,A2,latent,2.587830329,noun,6,15.17,1.81,1
2405,Abstract,A2,solace,3.083125553,noun,6,12.73,2.04,1.26
2422,Abstract,A2,bravado,2.923622431,noun,7,12.88,1.93,1.12
2428,Abstract,A1,whilst,4.629071136,noun,6,11.31,1.85,1.35
2437,Abstract,A2,schmuck,2.515279662,noun,7,12.64,2.4,1.1
2445,Abstract,A2,fallacy,2.630234177,noun,7,13.83,1.8,1.15
2462,Abstract,A1,scathe,1.172856981,noun,6,13.57,2,1.12
2478,Abstract,A2,turmoil,3.677101235,noun,7,12.84,2.11,1.01
2483,Abstract,A1,tenure,3.007489587,noun,6,15.79,2.42,1.21
2490,Abstract,A2,paradox,3.24227839,noun,7,13.78,1.54,1.07
2505,Abstract,A1,passion,4.557568724,noun,7,10.79,2.3,1.32
2510,Abstract,A2,idiom,2.481065561,noun,5,14.06,2.42,1.55
2512,Abstract,A2,alchemy,2.91321967,noun,7,13.35,2.1,1.32
2513,Abstract,A2,quantum,3.505968244,noun,7,14.26,1.9,1.26
2521,Abstract,A2,scourge,2.990201952,noun,7,14.06,2.31,1.28
2529,Abstract,A2,hiatus,2.664218675,noun,6,14.59,2.07,1.13
2534,Abstract,A2,rehash,1.974489327,noun,6,12.24,2.17,1.13
2548,Abstract,A2,anarchy,3.155128214,noun,7,13.94,2.12,1.31
2568,Abstract,A2,jilt,1.598825713,noun,4,12.28,2,1.15
2572,Abstract,A2,decorum,2.767617734,noun,7,15.12,2.36,1.5
2582,Abstract,A1,way,6.118428957,noun,3,5.39,2.34,1.37
2598,Abstract,A2,macabre,2.981293035,noun,7,14.5,2.25,1.39
2625,Abstract,A2,moment,5.574383885,noun,6,7.95,1.61,1.1
2631,Abstract,A2,empathy,3.195422809,noun,7,14.32,1.63,1.01
