,noun,set_nr,concreteness,Zipf,Length,Syllables,Phonemes,AoA,CNC_M,Valence,RT,CNC_SD,IMAG,denotation,adjective,phrase
437,norm,73,abstract,3.52375079,4,1,4,14,2.11,4.9118,692.7407407,1.1,2.516,baseline,vpbyzkgrf,vpbyzkgrf norm
438,wave,74,concrete,4.55330943,4,1,3,2,4.55,6.3235,525.5263158,1.02,6.265,subsective,important,important wave
439,wave,74,concrete,4.55330943,4,1,3,2,4.55,6.3235,525.5263158,1.02,6.265,privative,former,former wave
440,wave,74,concrete,4.55330943,4,1,3,2,4.55,6.3235,525.5263158,1.02,6.265,baseline,mtpv,mtpv wave
441,soul,74,abstract,4.526773212,4,1,3,2,1.86,7.1515,531.1428571,1.33,2.912,subsective,average,average soul
442,soul,74,abstract,4.526773212,4,1,3,2,1.86,7.1515,531.1428571,1.33,2.912,privative,fabricated,fabricated soul
443,soul,74,abstract,4.526773212,4,1,3,2,1.86,7.1515,531.1428571,1.33,2.912,baseline,ptrgsbkv,ptrgsbkv soul
444,bugle,75,concrete,3.013799061,5,2,6,6,4.84,4.8,667.1111111,0.47,5.136,subsective,good,good bugle
445,bugle,75,concrete,3.013799061,5,2,6,6,4.84,4.8,667.1111111,0.47,5.136,privative,fictitious,fictitious bugle
446,bugle,75,concrete,3.013799061,5,2,6,6,4.84,4.8,667.1111111,0.47,5.136,baseline,kmlsdjtw,kmlsdjtw bugle
447,folly,75,abstract,3.296708622,5,2,4,8,1.92,4.3571,650.9230769,1.02,2.778,subsective,real,real folly
448,folly,75,abstract,3.296708622,5,2,4,8,1.92,4.3571,650.9230769,1.02,2.778,privative,mythical,mythical folly
449,folly,75,abstract,3.296708622,5,2,4,8,1.92,4.3571,650.9230769,1.02,2.778,baseline,vpbyzkgrf,vpbyzkgrf folly
450,anus,76,concrete,2.816309657,4,2,4,12,4.86,4.129,631.5833333,0.36,5.484,subsective,actual,actual anus
451,anus,76,concrete,2.816309657,4,2,4,12,4.86,4.129,631.5833333,0.36,5.484,privative,artificial,artificial anus
452,anus,76,concrete,2.816309657,4,2,4,12,4.86,4.129,631.5833333,0.36,5.484,baseline,mghljkqr,mghljkqr anus
453,latent,76,abstract,2.587830329,6,2,6,14,1.81,4.4138,595.9310345,1.0,2.8,subsective,authentic,authentic latent
454,latent,76,abstract,2.587830329,6,2,6,14,1.81,4.4138,595.9310345,1.0,2.8,privative,counterfeit,counterfeit latent
455,latent,76,abstract,2.587830329,6,2,6,14,1.81,4.4138,595.9310345,1.0,2.8,baseline,zbxlv,zbxlv latent
456,toga,77,concrete,2.576549318,4,2,4,10,4.73,5.5313,663.75,0.83,5.97,subsective,actual,actual toga
457,toga,77,concrete,2.576549318,4,2,4,10,4.73,5.5313,663.75,0.83,5.97,privative,artificial,artificial toga
458,toga,77,concrete,2.576549318,4,2,4,10,4.73,5.5313,663.75,0.83,5.97,baseline,xkq,xkq toga
459,zeal,77,abstract,2.809679079,4,1,3,10,2.33,6.4286,654.9655172,1.33,2.826,subsective,perfect,perfect zeal
460,zeal,77,abstract,2.809679079,4,1,3,10,2.33,6.4286,654.9655172,1.33,2.826,privative,mock,mock zeal
461,zeal,77,abstract,2.809679079,4,1,3,10,2.33,6.4286,654.9655172,1.33,2.826,baseline,rjdnw,rjdnw zeal
462,gadget,78,concrete,3.683401991,6,2,5,6,4.6,6.4545,564.8,0.89,5.714,subsective,old,old gadget
463,gadget,78,concrete,3.683401991,6,2,5,6,4.6,6.4545,564.8,0.89,5.714,privative,imaginary,imaginary gadget
464,gadget,78,concrete,3.683401991,6,2,5,6,4.6,6.4545,564.8,0.89,5.714,baseline,xkq,xkq gadget
465,leisure,78,abstract,3.906054246,7,2,4,6,2.03,7.2353,580.2777778,1.32,4.177,subsective,genuine,genuine leisure
466,leisure,78,abstract,3.906054246,7,2,4,6,2.03,7.2353,580.2777778,1.32,4.177,privative,fictional,fictional leisure
467,leisure,78,abstract,3.906054246,7,2,4,6,2.03,7.2353,580.2777778,1.32,4.177,baseline,tqvgqrz,tqvgqrz leisure
468,traffic,79,concrete,4.537032614,7,2,6,2,4.67,3.0,553.5833333,0.62,6.103,subsective,current,current traffic
469,traffic,79,concrete,4.537032614,7,2,6,2,4.67,3.0,553.5833333,0.62,6.103,privative,false,false traffic
470,traffic,79,concrete,4.537032614,7,2,6,2,4.67,3.0,553.5833333,0.62,6.103,baseline,wvcnz,wvcnz traffic
471,fault,79,abstract,4.751801656,5,1,4,4,2.41,2.8529,601.7368421,1.45,2.5,subsective,authentic,authentic fault
472,fault,79,abstract,4.751801656,5,1,4,4,2.41,2.8529,601.7368421,1.45,2.5,privative,counterfeit,counterfeit fault
473,fault,79,abstract,4.751801656,5,1,4,4,2.41,2.8529,601.7368421,1.45,2.5,baseline,rvqf,rvqf fault
474,doctor,80,concrete,5.021887178,6,2,5,2,4.69,6.1176,498.2105263,0.81,6.546,subsective,unique,unique doctor
475,doctor,80,concrete,5.021887178,6,2,5,2,4.69,6.1176,498.2105263,0.81,6.546,privative,virtual,virtual doctor
476,doctor,80,concrete,5.021887178,6,2,5,2,4.69,6.1176,498.2105263,0.81,6.546,baseline,tqvgqrz,tqvgqrz doctor
477,interest,80,abstract,5.048574016,8,2,7,4,1.8,7.0,529.925,1.12,3.143,subsective,genuine,genuine interest
478,interest,80,abstract,5.048574016,8,2,7,4,1.8,7.0,529.925,1.12,3.143,privative,fictional,fictional interest
479,interest,80,abstract,5.048574016,8,2,7,4,1.8,7.0,529.925,1.12,3.143,baseline,zbxlv,zbxlv interest
480,tripod,81,concrete,3.036179841,6,2,6,10,4.72,5.2903,624.6756757,0.84,6.177,subsective,good,good tripod
481,tripod,81,concrete,3.036179841,6,2,6,10,4.72,5.2903,624.6756757,0.84,6.177,privative,fictitious,fictitious tripod
482,tripod,81,concrete,3.036179841,6,2,6,10,4.72,5.2903,624.6756757,0.84,6.177,baseline,zbxlv,zbxlv tripod
483,tact,81,abstract,2.883256447,4,1,4,10,1.76,5.7576,576.5675676,1.12,2.371,subsective,old,old tact
484,tact,81,abstract,2.883256447,4,1,4,10,1.76,5.7576,576.5675676,1.12,2.371,privative,imaginary,imaginary tact
485,tact,81,abstract,2.883256447,4,1,4,10,1.76,5.7576,576.5675676,1.12,2.371,baseline,mtpv,mtpv tact
486,kick,82,concrete,4.908429269,4,1,3,2,4.33,3.1818,519.6052632,0.98,5.829,subsective,actual,actual kick
487,kick,82,concrete,4.908429269,4,1,3,2,4.33,3.1818,519.6052632,0.98,5.829,privative,artificial,artificial kick
488,kick,82,concrete,4.908429269,4,1,3,2,4.33,3.1818,519.6052632,0.98,5.829,baseline,kmlsdjtw,kmlsdjtw kick
489,doubt,82,abstract,4.892022475,5,1,3,4,1.79,2.9697,535.1052632,1.18,2.765,subsective,new,new doubt
490,doubt,82,abstract,4.892022475,5,1,3,4,1.79,2.9697,535.1052632,1.18,2.765,privative,hypothetical,hypothetical doubt
491,doubt,82,abstract,4.892022475,5,1,3,4,1.79,2.9697,535.1052632,1.18,2.765,baseline,kmlsdjtw,kmlsdjtw doubt
492,hydrant,83,concrete,2.34894824,7,2,7,6,4.76,5.0303,688.7428571,0.64,5.4,subsective,good,good hydrant
493,hydrant,83,concrete,2.34894824,7,2,7,6,4.76,5.0303,688.7428571,0.64,5.4,privative,fictitious,fictitious hydrant
494,hydrant,83,concrete,2.34894824,7,2,7,6,4.76,5.0303,688.7428571,0.64,5.4,baseline,ypdcglkc,ypdcglkc hydrant
495,pronoun,83,abstract,2.093675735,7,2,6,6,2.48,5.2571,646.2,1.55,2.6,subsective,perfect,perfect pronoun
496,pronoun,83,abstract,2.093675735,7,2,6,6,2.48,5.2571,646.2,1.55,2.6,privative,mock,mock pronoun
497,pronoun,83,abstract,2.093675735,7,2,6,6,2.48,5.2571,646.2,1.55,2.6,baseline,fxldmr,fxldmr pronoun
498,lynx,84,concrete,3.164083057,4,1,5,13,4.5,5.75,641.2121212,1.2,5.97,subsective,good,good lynx
499,lynx,84,concrete,3.164083057,4,1,5,13,4.5,5.75,641.2121212,1.2,5.97,privative,fictitious,fictitious lynx
500,lynx,84,concrete,3.164083057,4,1,5,13,4.5,5.75,641.2121212,1.2,5.97,baseline,wvcnz,wvcnz lynx
501,allure,84,abstract,2.943708993,6,2,4,13,1.92,6.0,648.0,1.29,2.594,subsective,real,real allure
502,allure,84,abstract,2.943708993,6,2,4,13,1.92,6.0,648.0,1.29,2.594,privative,mythical,mythical allure
503,allure,84,abstract,2.943708993,6,2,4,13,1.92,6.0,648.0,1.29,2.594,baseline,zbxlv,zbxlv allure
504,ditch,85,concrete,3.915843814,5,1,3,4,4.5,3.375,579.6111111,0.9,4.938,subsective,authentic,authentic ditch
505,ditch,85,concrete,3.915843814,5,1,3,4,4.5,3.375,579.6111111,0.9,4.938,privative,counterfeit,counterfeit ditch
506,ditch,85,concrete,3.915843814,5,1,3,4,4.5,3.375,579.6111111,0.9,4.938,baseline,mtpv,mtpv ditch
507,pity,85,abstract,4.095236388,4,2,4,4,1.87,3.2258,614.8157895,1.14,3.344,subsective,true,true pity
508,pity,85,abstract,4.095236388,4,2,4,4,1.87,3.2258,614.8157895,1.14,3.344,privative,phony,phony pity
509,pity,85,abstract,4.095236388,4,2,4,4,1.87,3.2258,614.8157895,1.14,3.344,baseline,mtpv,mtpv pity
510,picture,86,concrete,5.126213914,7,2,5,2,4.52,6.1176,510.1282051,1.01,5.969,subsective,true,true picture
511,picture,86,concrete,5.126213914,7,2,5,2,4.52,6.1176,510.1282051,1.01,5.969,privative,phony,phony picture
512,picture,86,concrete,5.126213914,7,2,5,2,4.52,6.1176,510.1282051,1.01,5.969,baseline,kmlsdjtw,kmlsdjtw picture
513,future,86,abstract,5.300544768,6,2,5,4,1.86,6.5313,487.5384615,1.3,3.667,subsective,current,current future
514,future,86,abstract,5.300544768,6,2,5,4,1.86,6.5313,487.5384615,1.3,3.667,privative,false,false future
515,future,86,abstract,5.300544768,6,2,5,4,1.86,6.5313,487.5384615,1.3,3.667,baseline,zbxlv,zbxlv future
516,pudding,87,concrete,4.439558948,7,2,5,2,4.9,6.5,576.6315789,0.3,6.029,subsective,bad,bad pudding
517,pudding,87,concrete,4.439558948,7,2,5,2,4.9,6.5,576.6315789,0.3,6.029,privative,fake,fake pudding
518,pudding,87,concrete,4.439558948,7,2,5,2,4.9,6.5,576.6315789,0.3,6.029,baseline,mtpv,mtpv pudding
519,heaven,87,abstract,4.601693425,6,2,5,2,1.81,7.4571,530.4871795,1.47,4.457,subsective,special,special heaven
520,heaven,87,abstract,4.601693425,6,2,5,2,1.81,7.4571,530.4871795,1.47,4.457,privative,past,past heaven
521,heaven,87,abstract,4.601693425,6,2,5,2,1.81,7.4571,530.4871795,1.47,4.457,baseline,htbqzylm,htbqzylm heaven
522,cake,88,concrete,4.805415495,4,1,3,2,4.81,7.2121,506.6486486,0.68,6.686,subsective,new,new cake
523,cake,88,concrete,4.805415495,4,1,3,2,4.81,7.2121,506.6486486,0.68,6.686,privative,hypothetical,hypothetical cake
524,cake,88,concrete,4.805415495,4,1,3,2,4.81,7.2121,506.6486486,0.68,6.686,baseline,qxsw,qxsw cake
525,joy,88,abstract,4.525939325,3,1,2,2,2.37,8.0606,531.8157895,1.52,4.941,subsective,good,good joy
526,joy,88,abstract,4.525939325,3,1,2,2,2.37,8.0606,531.8157895,1.52,4.941,privative,fictitious,fictitious joy
527,joy,88,abstract,4.525939325,3,1,2,2,2.37,8.0606,531.8157895,1.52,4.941,baseline,bxfjwts,bxfjwts joy
528,dune,89,concrete,3.005365894,4,1,3,8,4.46,5.1,623.65625,0.95,5.355,subsective,real,real dune
529,dune,89,concrete,3.005365894,4,1,3,8,4.46,5.1,623.65625,0.95,5.355,privative,mythical,mythical dune
530,dune,89,concrete,3.005365894,4,1,3,8,4.46,5.1,623.65625,0.95,5.355,baseline,xkq,xkq dune
531,meek,89,abstract,2.928731837,4,1,3,8,2.22,4.1333,606.9393939,1.34,3.7,subsective,bad,bad meek
532,meek,89,abstract,2.928731837,4,1,3,8,2.22,4.1333,606.9393939,1.34,3.7,privative,fake,fake meek
533,meek,89,abstract,2.928731837,4,1,3,8,2.22,4.1333,606.9393939,1.34,3.7,baseline,ypdcglkc,ypdcglkc meek
534,morsel,90,concrete,2.604220745,6,2,6,8,4.19,3.8667,683.3,0.79,4.807,subsective,bad,bad morsel
535,morsel,90,concrete,2.604220745,6,2,6,8,4.19,3.8667,683.3,0.79,4.807,privative,fake,fake morsel
536,morsel,90,concrete,2.604220745,6,2,6,8,4.19,3.8667,683.3,0.79,4.807,baseline,tqvgqrz,tqvgqrz morsel
537,miser,90,abstract,2.41173907,5,2,4,6,2.36,3.7308,704.7142857,1.38,3.708,subsective,new,new miser
538,miser,90,abstract,2.41173907,5,2,4,6,2.36,3.7308,704.7142857,1.38,3.708,privative,hypothetical,hypothetical miser
539,miser,90,abstract,2.41173907,5,2,4,6,2.36,3.7308,704.7142857,1.38,3.708,baseline,fxldmr,fxldmr miser
540,troll,91,concrete,3.322076094,5,1,4,6,4.28,3.0286,636.3333333,1.16,5.686,subsective,special,special troll
541,troll,91,concrete,3.322076094,5,1,4,6,4.28,3.0286,636.3333333,1.16,5.686,privative,past,past troll
542,troll,91,concrete,3.322076094,5,1,4,6,4.28,3.0286,636.3333333,1.16,5.686,baseline,mghljkqr,mghljkqr troll
543,setback,91,abstract,3.51396162,7,2,6,8,1.97,3.0606,620.4285714,1.13,3.25,subsective,typical,typical setback
544,setback,91,abstract,3.51396162,7,2,6,8,1.97,3.0606,620.4285714,1.13,3.25,privative,spurious,spurious setback
545,setback,91,abstract,3.51396162,7,2,6,8,1.97,3.0606,620.4285714,1.13,3.25,baseline,rjdnw,rjdnw setback
546,fungus,92,concrete,3.483904097,6,2,6,10,4.59,3.3824,627.1388889,0.78,5.829,subsective,unique,unique fungus
547,fungus,92,concrete,3.483904097,6,2,6,10,4.59,3.3824,627.1388889,0.78,5.829,privative,virtual,virtual fungus
548,fungus,92,concrete,3.483904097,6,2,6,10,4.59,3.3824,627.1388889,0.78,5.829,baseline,wvcnz,wvcnz fungus
549,remorse,92,abstract,3.289021793,7,2,6,10,2.0,3.7576,588.6111111,1.05,2.879,subsective,authentic,authentic remorse
550,remorse,92,abstract,3.289021793,7,2,6,10,2.0,3.7576,588.6111111,1.05,2.879,privative,counterfeit,counterfeit remorse
551,remorse,92,abstract,3.289021793,7,2,6,10,2.0,3.7576,588.6111111,1.05,2.879,baseline,tqvgqrz,tqvgqrz remorse
552,church,93,concrete,5.019441484,6,1,3,2,4.9,4.4063,502.8648649,0.41,6.467,subsective,true,true church
553,church,93,concrete,5.019441484,6,1,3,2,4.9,4.4063,502.8648649,0.41,6.467,privative,phony,phony church
554,church,93,concrete,5.019441484,6,1,3,2,4.9,4.4063,502.8648649,0.41,6.467,baseline,xkq,xkq church
555,risk,93,abstract,4.984833925,4,1,4,2,1.63,3.4706,517.225,0.81,3.125,subsective,typical,typical risk
556,risk,93,abstract,4.984833925,4,1,4,2,1.63,3.4706,517.225,0.81,3.125,privative,spurious,spurious risk
557,risk,93,abstract,4.984833925,4,1,4,2,1.63,3.4706,517.225,0.81,3.125,baseline,vpbyzkgrf,vpbyzkgrf risk
558,chasm,94,concrete,2.994588803,5,2,5,10,4.24,4.0,670.90625,1.2,4.115,subsective,special,special chasm
559,chasm,94,concrete,2.994588803,5,2,5,10,4.24,4.0,670.90625,1.2,4.115,privative,past,past chasm
560,chasm,94,concrete,2.994588803,5,2,5,10,4.24,4.0,670.90625,1.2,4.115,baseline,mtpv,mtpv chasm
561,ploy,94,abstract,3.088432679,4,1,3,12,2.21,3.7576,687.4375,1.15,2.516,subsective,typical,typical ploy
562,ploy,94,abstract,3.088432679,4,1,3,12,2.21,3.7576,687.4375,1.15,2.516,privative,spurious,spurious ploy
563,ploy,94,abstract,3.088432679,4,1,3,12,2.21,3.7576,687.4375,1.15,2.516,baseline,htbqzylm,htbqzylm ploy
564,froth,95,concrete,3.009602947,5,1,4,10,4.14,4.9412,667.8235294,1.15,5.613,subsective,important,important froth
565,froth,95,concrete,3.009602947,5,1,4,10,4.14,4.9412,667.8235294,1.15,5.613,privative,former,former froth
566,froth,95,concrete,3.009602947,5,1,4,10,4.14,4.9412,667.8235294,1.15,5.613,baseline,bxfjwts,bxfjwts froth
567,upkeep,95,abstract,3.017955021,6,2,5,12,2.44,5.6061,674.0555556,1.37,2.5,subsective,real,real upkeep
568,upkeep,95,abstract,3.017955021,6,2,5,12,2.44,5.6061,674.0555556,1.37,2.5,privative,mythical,mythical upkeep
569,upkeep,95,abstract,3.017955021,6,2,5,12,2.44,5.6061,674.0555556,1.37,2.5,baseline,wvcnz,wvcnz upkeep
570,vessel,96,concrete,3.934032794,6,2,5,6,4.66,5.0882,588.1944444,0.67,5.529,subsective,new,new vessel
571,vessel,96,concrete,3.934032794,6,2,5,6,4.66,5.0882,588.1944444,0.67,5.529,privative,hypothetical,hypothetical vessel
572,vessel,96,concrete,3.934032794,6,2,5,6,4.66,5.0882,588.1944444,0.67,5.529,baseline,wvcnz,wvcnz vessel
573,fate,96,abstract,4.224395371,4,1,3,8,1.53,5.3333,608.0294118,0.97,2.441,subsective,perfect,perfect fate
574,fate,96,abstract,4.224395371,4,1,3,8,1.53,5.3333,608.0294118,0.97,2.441,privative,mock,mock fate
575,fate,96,abstract,4.224395371,4,1,3,8,1.53,5.3333,608.0294118,0.97,2.441,baseline,ptrgsbkv,ptrgsbkv fate
576,mosque,97,concrete,3.81034671,6,1,4,13,4.54,5.2667,609.2051282,0.92,6.258,subsective,average,average mosque
577,mosque,97,concrete,3.81034671,6,1,4,13,4.54,5.2667,609.2051282,0.92,6.258,privative,fabricated,fabricated mosque
578,mosque,97,concrete,3.81034671,6,1,4,13,4.54,5.2667,609.2051282,0.92,6.258,baseline,wvcnz,wvcnz mosque
579,verge,97,abstract,3.645125733,5,1,3,12,2.32,4.6176,599.1891892,1.31,4.344,subsective,old,old verge
580,verge,97,abstract,3.645125733,5,1,3,12,2.32,4.6176,599.1891892,1.31,4.344,privative,imaginary,imaginary verge
581,verge,97,abstract,3.645125733,5,1,3,12,2.32,4.6176,599.1891892,1.31,4.344,baseline,rjdnw,rjdnw verge
582,pimp,98,concrete,3.091935073,4,1,4,14,4.18,2.8788,590.0789474,1.02,5.5,subsective,average,average pimp
583,pimp,98,concrete,3.091935073,4,1,4,14,4.18,2.8788,590.0789474,1.02,5.5,privative,fabricated,fabricated pimp
584,pimp,98,concrete,3.091935073,4,1,4,14,4.18,2.8788,590.0789474,1.02,5.5,baseline,mghljkqr,mghljkqr pimp
585,malice,98,abstract,2.994588803,6,2,5,12,1.72,2.4412,635.5882353,0.79,2.625,subsective,good,good malice
586,malice,98,abstract,2.994588803,6,2,5,12,1.72,2.4412,635.5882353,0.79,2.625,privative,fictitious,fictitious malice
587,malice,98,abstract,2.994588803,6,2,5,12,1.72,2.4412,635.5882353,0.79,2.625,baseline,fxldmr,fxldmr malice
588,rhino,99,concrete,3.896859623,5,2,4,6,4.9,5.3529,592.0789474,0.3,6.829,subsective,new,new rhino
589,rhino,99,concrete,3.896859623,5,2,4,6,4.9,5.3529,592.0789474,0.3,6.829,privative,hypothetical,hypothetical rhino
590,rhino,99,concrete,3.896859623,5,2,4,6,4.9,5.3529,592.0789474,0.3,6.829,baseline,ypdcglkc,ypdcglkc rhino
591,phase,99,abstract,4.142117538,5,1,3,8,2.46,5.0882,617.1944444,1.26,2.971,subsective,genuine,genuine phase
592,phase,99,abstract,4.142117538,5,1,3,8,2.46,5.0882,617.1944444,1.26,2.971,privative,fictional,fictional phase
593,phase,99,abstract,4.142117538,5,1,3,8,2.46,5.0882,617.1944444,1.26,2.971,baseline,zrtqgfplh,zrtqgfplh phase
594,wine,100,concrete,4.842080855,4,1,3,4,4.79,6.2286,523.0,0.5,6.618,subsective,special,special wine
595,wine,100,concrete,4.842080855,4,1,3,4,4.79,6.2286,523.0,0.5,6.618,privative,past,past wine
596,wine,100,concrete,4.842080855,4,1,3,4,4.79,6.2286,523.0,0.5,6.618,baseline,kmlsdjtw,kmlsdjtw wine
597,role,100,abstract,4.943978809,4,1,3,6,2.19,5.6875,504.3783784,1.27,3.226,subsective,good,good role
598,role,100,abstract,4.943978809,4,1,3,6,2.19,5.6875,504.3783784,1.27,3.226,privative,fictitious,fictitious role
599,role,100,abstract,4.943978809,4,1,3,6,2.19,5.6875,504.3783784,1.27,3.226,baseline,mtpv,mtpv role
600,laughter,101,concrete,3.843102834,8,2,5,6,4.22,8.2258,532.5789474,1.34,5.188,subsective,genuine,genuine laughter
601,laughter,101,concrete,3.843102834,8,2,5,6,4.22,8.2258,532.5789474,1.34,5.188,privative,fictional,fictional laughter
602,laughter,101,concrete,3.843102834,8,2,5,6,4.22,8.2258,532.5789474,1.34,5.188,baseline,wvcnz,wvcnz laughter
603,triumph,101,abstract,4.010866043,7,2,6,6,2.17,8.2941,557.6410256,1.36,4.065,subsective,current,current triumph
604,triumph,101,abstract,4.010866043,7,2,6,6,2.17,8.2941,557.6410256,1.36,4.065,privative,false,false triumph
605,triumph,101,abstract,4.010866043,7,2,6,6,2.17,8.2941,557.6410256,1.36,4.065,baseline,kmlsdjtw,kmlsdjtw triumph
606,mauve,102,concrete,2.708572951,5,1,3,14,4.0,5.1212,719.3448276,1.41,4.968,subsective,perfect,perfect mauve
607,mauve,102,concrete,2.708572951,5,1,3,14,4.0,5.1212,719.3448276,1.41,4.968,privative,mock,mock mauve
608,mauve,102,concrete,2.708572951,5,1,3,14,4.0,5.1212,719.3448276,1.41,4.968,baseline,ypdcglkc,ypdcglkc mauve
609,innate,102,abstract,2.907923331,6,2,4,14,1.73,5.0,684.0571429,0.87,2.323,subsective,perfect,perfect innate
610,innate,102,abstract,2.907923331,6,2,4,14,1.73,5.0,684.0571429,0.87,2.323,privative,mock,mock innate
611,innate,102,abstract,2.907923331,6,2,4,14,1.73,5.0,684.0571429,0.87,2.323,baseline,xkq,xkq innate
612,maggot,103,concrete,2.938773775,6,2,5,10,4.97,2.5588,588.7714286,0.18,6.485,subsective,real,real maggot
613,maggot,103,concrete,2.938773775,6,2,5,10,4.97,2.5588,588.7714286,0.18,6.485,privative,mythical,mythical maggot
614,maggot,103,concrete,2.938773775,6,2,5,10,4.97,2.5588,588.7714286,0.18,6.485,baseline,ptrgsbkv,ptrgsbkv maggot
615,taboo,103,abstract,3.13506842,5,2,4,10,1.67,3.2059,591.8333333,1.07,2.429,subsective,important,important taboo
616,taboo,103,abstract,3.13506842,5,2,4,10,1.67,3.2059,591.8333333,1.07,2.429,privative,former,former taboo
617,taboo,103,abstract,3.13506842,5,2,4,10,1.67,3.2059,591.8333333,1.07,2.429,baseline,qxsw,qxsw taboo
618,mistress,104,concrete,3.807670003,8,2,7,6,4.22,3.4545,549.3243243,1.04,5.412,subsective,current,current mistress
619,mistress,104,concrete,3.807670003,8,2,7,6,4.22,3.4545,549.3243243,1.04,5.412,privative,false,false mistress
620,mistress,104,concrete,3.807670003,8,2,7,6,4.22,3.4545,549.3243243,1.04,5.412,baseline,bxfjwts,bxfjwts mistress
621,menace,104,abstract,3.553068223,6,2,5,8,2.3,2.5714,577.2051282,1.02,3.857,subsective,unique,unique menace
622,menace,104,abstract,3.553068223,6,2,5,8,2.3,2.5714,577.2051282,1.02,3.857,privative,virtual,virtual menace
623,menace,104,abstract,3.553068223,6,2,5,8,2.3,2.5714,577.2051282,1.02,3.857,baseline,rjdnw,rjdnw menace
624,strike,105,concrete,4.728596142,6,1,5,2,4.07,3.4242,508.0,1.24,5.147,subsective,bad,bad strike
625,strike,105,concrete,4.728596142,6,1,5,2,4.07,3.4242,508.0,1.24,5.147,privative,fake,fake strike
626,strike,105,concrete,4.728596142,6,1,5,2,4.07,3.4242,508.0,1.24,5.147,baseline,xkq,xkq strike
627,excuse,105,abstract,4.858628567,6,2,7,4,2.29,3.6364,550.225,1.33,2.794,subsective,perfect,perfect excuse
628,excuse,105,abstract,4.858628567,6,2,7,4,2.29,3.6364,550.225,1.33,2.794,privative,mock,mock excuse
629,excuse,105,abstract,4.858628567,6,2,7,4,2.29,3.6364,550.225,1.33,2.794,baseline,wvcnz,wvcnz excuse
630,door,106,concrete,5.259750452,4,1,3,2,4.81,5.3548,498.4473684,0.65,6.686,subsective,new,new door
631,door,106,concrete,5.259750452,4,1,3,2,4.81,5.3548,498.4473684,0.65,6.686,privative,hypothetical,hypothetical door
632,door,106,concrete,5.259750452,4,1,3,2,4.81,5.3548,498.4473684,0.65,6.686,baseline,rvqf,rvqf door
633,power,106,abstract,5.289376175,5,2,3,4,2.04,5.7813,519.0857143,1.34,3.818,subsective,average,average power
634,power,106,abstract,5.289376175,5,2,3,4,2.04,5.7813,519.0857143,1.34,3.818,privative,fabricated,fabricated power
635,power,106,abstract,5.289376175,5,2,3,4,2.04,5.7813,519.0857143,1.34,3.818,baseline,fxldmr,fxldmr power
636,bomber,107,concrete,3.859791018,6,2,4,4,4.45,2.0667,637.925,0.93,4.9,subsective,important,important bomber
637,bomber,107,concrete,3.859791018,6,2,4,4,4.45,2.0667,637.925,0.93,4.9,privative,former,former bomber
638,bomber,107,concrete,3.859791018,6,2,4,4,4.45,2.0667,637.925,0.93,4.9,baseline,bxfjwts,bxfjwts bomber
639,nuisance,107,abstract,3.697901788,8,2,6,6,2.19,2.6857,626.7647059,1.27,3.314,subsective,true,true nuisance
640,nuisance,107,abstract,3.697901788,8,2,6,6,2.19,2.6857,626.7647059,1.27,3.314,privative,phony,phony nuisance
641,nuisance,107,abstract,3.697901788,8,2,6,6,2.19,2.6857,626.7647059,1.27,3.314,baseline,ypdcglkc,ypdcglkc nuisance
642,waltz,108,concrete,3.751877988,5,1,5,4,4.52,6.4375,643.59375,0.57,5.667,subsective,perfect,perfect waltz
643,waltz,108,concrete,3.751877988,5,1,5,4,4.52,6.4375,643.59375,0.57,5.667,privative,mock,mock waltz
644,waltz,108,concrete,3.751877988,5,1,5,4,4.52,6.4375,643.59375,0.57,5.667,baseline,htbqzylm,htbqzylm waltz
645,premium,108,abstract,3.935535545,7,3,7,6,2.11,6.9697,603.5135135,1.1,2.886,subsective,current,current premium
646,premium,108,abstract,3.935535545,7,3,7,6,2.11,6.9697,603.5135135,1.1,2.886,privative,false,false premium
647,premium,108,abstract,3.935535545,7,3,7,6,2.11,6.9697,603.5135135,1.1,2.886,baseline,htbqzylm,htbqzylm premium
648,weapon,109,concrete,4.291342161,6,2,5,4,4.76,2.3438,525.75,0.44,6.156,subsective,genuine,genuine weapon
649,weapon,109,concrete,4.291342161,6,2,5,4,4.76,2.3438,525.75,0.44,6.156,privative,fictional,fictional weapon
650,weapon,109,concrete,4.291342161,6,2,5,4,4.76,2.3438,525.75,0.44,6.156,baseline,xkq,xkq weapon
651,madness,109,abstract,4.029384483,7,2,6,6,1.97,2.6765,532.8717949,1.2,3.324,subsective,unique,unique madness
652,madness,109,abstract,4.029384483,7,2,6,6,1.97,2.6765,532.8717949,1.2,3.324,privative,virtual,virtual madness
653,madness,109,abstract,4.029384483,7,2,6,6,1.97,2.6765,532.8717949,1.2,3.324,baseline,zrtqgfplh,zrtqgfplh madness
654,novel,110,concrete,4.429173753,5,2,5,6,4.21,6.4848,536.55,1.15,5.452,subsective,authentic,authentic novel
655,novel,110,concrete,4.429173753,5,2,5,6,4.21,6.4848,536.55,1.15,5.452,privative,counterfeit,counterfeit novel
656,novel,110,concrete,4.429173753,5,2,5,6,4.21,6.4848,536.55,1.15,5.452,baseline,qxsw,qxsw novel
657,culture,110,abstract,4.725444089,7,2,5,6,2.04,6.8824,526.175,1.34,3.853,subsective,genuine,genuine culture
